Location,Tweet,Positivity
None,Bdsm oral fuck Engine failure in the middle of nowhere in a no https://t.co/Fsu80Zhohb,-0.23888888888888893
Bedfordshire,"RT @rowancoleman: Hey @waitrose I have a serious  issue with you. @TheGazette might be interested. 

My mum is 81 and has a disabled blue b ",-0.07083333333333333
  ,RT @glitter_jk: I also tell my ESL students to have RM as their role model because of one reason. CONFIDENCE. No matter what level you thin ,-0.4
Australia,@Yoonjinsie i M CRYING IN THE CLUB,-0.2
SM Entertainment ,"RT @byunificial: [1/28/18] I'll be live translating segments from The E yXiOn in Japan (D2) as a thread   

Reply    Quote    https://t.co/ ",-0.3068181818181818
"Sicilia, Italia","RT @skfanboyxx: I need active mutuals! Retweet if you followback.

#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt",-0.16666666666666666
The Planet Paradise ,RT @KourtneiCt: I can t fuck with people that don t understand it s really about the principle of things. Yea the situation may be small bu ,-0.15
"South West, England",@SgtTCS My mum always asks me what her passwords are! I know them because usually I m the one setting all her gadgets up.    ,-0.25
None,@jewelryduelist I feel your pain :(,-0.75
Spain's gift to Asia,RT @ItsACsLife: I think after na-hype ni sylvia sanchez as a mother bigayn naman natin ng big break si cherry pie I MEAN YEAH SHE'S THERE B ,-0.15625
None,@beeboop @SimonTeno @pgregoryspeaks @Janewby21 @realDonaldTrump I m 2014 Mexicans made up 52% of illegal immigrants  https://t.co/IDHrBd9BoS,-0.5
"Greenwich, London","RT @WikiGuido: Corbyn told Marr he accepted money from Iran  a very long time ago    it was 2012.

And that he stopped because of the way t ",-0.065
somewhere hiding,RT @feelcaretaker: I created this account with the intention of helping people who are going through a hard phase. If you feel sad please D ,-0.39583333333333337
Lebanon,I'm crying      https://t.co/MY2oyMnoKG,-0.2
"Kuala Lumpur City, Kuala Lumpu",RT @twt_malaysia: I also intended to talk about postpartum depression/stress/anxiety etc but just thinking of it got me anxious haha it's s ,-0.024999999999999994
None,"RT @vantaekim: yoongi: i ate so much food lately, my mom was watching [me] on tv and told me i look like a boiled dumpling

#iHeartAwards # ",-0.04999999999999999
West London,That dropped catch a few overs ago is going to fuck us   #EngvAus,-0.30000000000000004
"Lahore, Pakistan",RT @_Mansoor_Ali: Dr Shahid Masood again failed to submit a single account number in the SC today. Also said whatever I have is  info  NOT ,-0.2857142857142857
None,RT @pbhushan1: This spoof interview with Nirmala Sitaraman will tell you enough to understand why the Rafale deal is a unbelievably audacio ,-0.11666666666666665
Texas,RT @ambitious_lee_: Bitch if $200 was missing out your account ur black ass would be calling ur bank immediately for fraud . Stop fronting ,-0.18333333333333335
None,"RT @aryan_dass_: #Bollywood_    _   
There is a lot of fashion through cinema, to which young people earn money wrongly
#BattiGulMeterChalu ",-0.2
somewhere I belong,@naufalbepe @frozen_ravly @HalimunM91 @diradidot @tanto_lm @Riezal_Guntara I think the cause of HiroxIchigo failure  https://t.co/STyug06XJX,-0.3166666666666667
None,RT @PopularPups: He is so fluffy. I'm gonna die    https://t.co/C5AGGfrkum,-0.2
UK,"RT @freespirited_p: .@jeremycorbyn said that he took money from Iranian Press TV ""a very long time ago"". 

He is an outrageous liar.      ",-0.5325
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
"Greater Accra, Ghana","RT @PhysioNiyi: When i am angry     
I Drink Water with Straw and sometimes drink tea with fork!!!!

What do you do when you are angry?",-0.75
India,RT @CGTNOfficial: A touch of warmth in the coldness: People helping each other https://t.co/9yTgFYMxG6 https://t.co/6WFHppmLrg,-0.125
Tanzania ,"RT @Amyfactor_: RT if this once happened to you on twitter. 

- Create an account.

- You don't understand.

- You left for a few months. ",-0.1
"Las Vegas, NV","RT @chrissteinplays: When I go to heaven and God asks if I have anything to get off my chest I will be like ""I still feel guilty for critiq ",-0.5
"Ontario, CA",RT @A_rios97: This is how i d react to playing this Game.         https://t.co/aIZAMaO0mE,-0.4
None,RT @slutopedia: I sent @misssexysamara to the corner shop to pick up some ice lollies and this is what she came back with. Is it wrong? htt ,-0.25
"Alabama, USA",Mouth fulla pussy hours &gt;&gt;&gt;     I ain t eating shit tho,-0.2
None,RT @FootbalIStuff: Jurgen Klopp on Pogba:  You will never see me pay that amount of money for a single player in a team. No way  https://t. ,-0.07142857142857142
Nigeria,"RT @SiPhillipsSport: Sorry I was rather quiet yesterday, was involved in reporting some local football   

Anyway, Dzeko/Emerson - pretty m ",-0.0625
"Lagos, Nigeria",@cool___bobo @theehimare @princekess @surh__says @Taxify_ng @UberNigeria Pained??? Hell no. I feel you try hard to  https://t.co/kTHE68kyDX,-0.2916666666666667
Karachi,Sick sick tennis going on. What a comeback.,-0.7142857142857143
Paris,"RT @rumidizzee: i didn't realize that ""idiot sandwhich"" was from a sketch for a late night tv show i honestly thought that was just a thing ",-0.1666666666666667
None,@Ms_Surreal @leykr @OutOfMiddleClas @drluebbers The worst virus of my life was the year I got a flu shot. Never aga  https://t.co/ekXN4a2eNL,-1.0
None,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
Costa Leona,RT @asiafirstlove: tbh all i want is for exo to be able to eat without having to fear that the fans will become disappointed if they ever g ,-0.125
None,"RT @ProfMESmith: UK's railway system is so bad that the US press now makes fun of it: At England s Loneliest Rail Station, a Train Comes Ju ",-0.19999999999999993
None,Wow... idiot https://t.co/IZGpY5LRyH,-0.35000000000000003
 venus ,shut the fuck up https://t.co/StZ5Nc4Odp,-0.4
None,"RT @vantaekim: yoongi: i ate so much food lately, my mom was watching [me] on tv and told me i look like a boiled dumpling

#iHeartAwards # ",-0.04999999999999999
    ,"RT @drshraddha16: Pic 1:Media wen a muslim is killed
Pic2 :Media wen a hindu is killed..
#Kasganj https://t.co/lMX1TYDXxI",-0.2
Escaped from Gesselshaft,"Sometimes Twitter works really badly and doesn't show a thing in time.
C'mon. I don't have all day.",-0.6999999999999998
None,RT @lynnsmool: @SaysHummingbird @KaniJJackson Sounds a lot like that God Awful FAKETRUMP doesn t it?,-1.0
India,RT @HSorenJMM: The government's Swachh Bharat Abhiyan has only caused pain to vulnerable and poor citizens. It is a massively failed projec ,-0.35
None,"Some times on a late night out with a little too much sake, you take some liberties!  https://t.co/JO4rJjaaUm",-0.07916666666666666
"Scotland, United Kingdom",@KenPlume @ReeceShearsmith I was a very naughty boy back on the eighties to this tune pump it up,-0.09750000000000002
None,"I think i tweet almost 300 for 30 mins haha
Sorry for disturbing",-0.26666666666666666
            ,"https://t.co/lyPvXWQYGz
 The Beatles  A Hard Day's Night cover ",-0.2916666666666667
Canada,RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
Pakistan,@nangi_puja sorry you offer all friends I think you  mind my word baby,-0.5
Chasing the sun  ,RT @gomesam01: A sad world we live in. https://t.co/0QGPQX4rK1,-0.18181818181818182
West Coast,please preach. ARS SHOULD mot have more hill time then a sub player. About fucking time someone said something https://t.co/aBNvU8dkq2,-0.04999999999999999
stoke-on-trent,When you start a clear out and get 1/2 way through and just lie in the floor amongst all your shit,-0.049999999999999996
Missouri,"RT @EdKrassen: Am I missing something here? Didn't Trump PROMISE that Mexico would pay for the wall? If that's the case, why are the GOP an ",-0.2
None,RT @Avxry: To think I grew half of my audience on CoD Zombies and my other half on Fortnite is insane! The love on the videos and streams h ,-0.19166666666666665
None,"RT @PeggyMruffley: If a man has a small penis, I don t think there s anything wrong with you knowing.
If a man s wife fucks other men, why ",-0.2916666666666667
"Canada, eh ?",RT @dodo: This giant manta ray approached a diver to ask for help   and he immediately noticed what was wrong. https://t.co/zHue9dfRRh,-0.25
None,Recalling Johnny Cash's unlikely collaboration with a Folsom Prison inmate https://t.co/gWKcA7iHBr,-0.5
Curryland        ,@heartbreak1away What a fucking dick. Hope he sticks his dick in a gun and accidentally pulls the trigger.,-0.6
None,RT @_angeldei: I'm such a cry baby that I cry my eyes out whenever I'm mad or pissed off about something that's beyond my control. WHY AM I ,-0.3125
Bacolod City,Maybe because they're my friends and I don't want to be seen bitter or a bad person kicking them entirely out of my  https://t.co/db9MgWjtP9,-0.2666666666666666
Canada,"RT @typedbieber: People saying the song is Lu s Fonsi and Daddy Yankee s so technically the Grammy is theirs and not Justin s, I mean, it s ",-0.15625
None,"RT @unrealparkjimin: A small reminder that Namjoon once said that while he needs weeks for a song to be finished, Yoongi can produce a whol ",-0.25
"Amsterdam, Nederland",@jcjazzinspired Another few days and I will be in Antartica following the track of Ernest Shackleton and my electro  https://t.co/oHYP43HLPC,-0.1
Polska,RT @PatrykJaki: RT! 6millions of PL citizens(JewishandPolish)were killed by the Germans during WWII.Poland was the only country in Europe w ,-0.1
           #s      .  ,"@SchizoHaller   have to sleep with you for it to bother me.  After a moment, she mentally slapped herself for her w  https://t.co/lhnbzV22U4",-0.1
Philippines,"RT @NBA: Iggy  #KlayThompson for the @warriors oop! 

#DubNation starts the 2nd quarter on a 10-0 run to tie the game at 37.

 : #NBAonABC ",-0.2
OT7'S HEART ,"RT @hollerbangtan: thank you for working hard:

  k-diamonds &amp; i-lovelies
  army translators
  army fanbases
  army update-rs
  army fansit ",-0.2916666666666667
"Maine, USA","RT @Charl0tteBr0nte: 'I've brought you all 3 as requested mistress' (Gosh I hope it's pink tonight).

#femdom #sissy https://t.co/xMxTVNo1cf",-0.1
yeolmae   BH Family // 614   ,"RT @daiIyexhoe: To my little hunnie, I just want you to know that we are truly grateful for every single thing you do. Your existence is en ",-0.1294642857142857
Malaysia,"RT @ThembaRumbu: Share Everyone, a coworker of mine. Her  little glittery phone case got a small crack in it at work while in her front poc ",-0.21875
"Arizona, USA",RT @reIaxingIy: i have a bad habit of seeing people for who they could be instead of who they really are,-0.24999999999999992
"Southeast Asia, Indonesia","RT @starlighttmikey: Has school caused:

- Anxiety
- Depression
- Sadness
- Stress
- Self Harm
- Suicidal Thoughts
- You to feel extremely ",-0.125
"North East, England","RT @stevesilberman: Trump supporters demand to know if Navajo congressman is here ""illegally."" Let that sink in for a moment. https://t.co/ ",-0.5
None,RT @nurinamaisara: im that lady dressed in black hoodie in the fourth pic https://t.co/zkAM1cLQRZ,-0.08333333333333333
None,These PC people are not good enough for your endorsement Akki...as they are cheating....i already tweet them 2 time  https://t.co/J5SWyNu4zd,-0.175
None,"RT @AhmedBaba_:  We had one night when 35 dads were taken in one night from Avenel, New Jersey, from the same apartment complex. I had 60 k ",-0.05454545454545454
Turkey,"""The sad reality is that the respect that we have today for our elders is a fraction of the respect that our Akabir  https://t.co/1M4Yc9G9By",-0.5
Unknown,"We're in a 5th set decider. Some disappointing play from Roger in 4th!  
Come on Roger #AusOpen",-0.75
"Lagos, Nigeria","RT @MrAlMubarak: A Dua for my mother:

May every tear that has ever fallen from your tired eyes on my behalf become a river for you in Para ",-0.4
None,RT @SheisBoki: The sad truth is that men in general respect violence. When my then boyfriend slapped me and my response was to break a bott ,-0.22499999999999998
None,"RT @jinkookw: Namjoon:  What are the fans to BTS? 
Jungkook:  Girlfriends  
Yall ARMYs and Jungkook are in a long term relationship  
#BTS ",-0.05
semi haitus,AND I CANT EVEN GET A SINGLE R CARD???,-0.07142857142857142
None,"RT @sedatcrypto: @justinsuntron @gifto_io @uplivejp @OBikeInc Giveaway still active ! 40,000 $TRX . All you have to do to enter is RETWEET ",-0.16666666666666666
USA,"RT @HousatonicITS: (3) #AboutStrzok   The father of #PeterStrzok (ii) is Peter Strzok Sr, and he was in the Army core of engineers. Oh, he ",-0.75
DurumDurum,"@chriskkenny Chris, if I may.  Never argue with an idiot.  They drag you down to their level and beat you with experience!",-0.36481481481481487
None,Good night everyone even tho is boring where I live #got7,-0.054545454545454564
BTS  ,@soompi WE ALL KNOW BTS RULED THIS VOTING CATEGORY IF THEY'RE ARENT LEAD THIS CATEGORY IN 1ST ROUND I DON'T KNOW IF  https://t.co/lo1NGxZtHq,-0.2
None,My boyfriend got me this game so I could pet cats https://t.co/jzO6WqiZLn,-0.4
Theater Charade,"Well, I'm not okay!",-0.3125
Vi t Nam,"RT @AlwaysMicrowave: Fucking hype this!   We are missing such a big opportunity! 
After the fandom voting is done. Can we trend #BTSxVogue? ",-0.2375
None,"RT @searose1412: @allkpop I practiced until 6a.m. everyday for 2 weeks. I think it was Thanksgiving. 
 I didn't take a day off even during ",-0.2
YG Dungeon,"@INTLWORLDrp Nooo  I am so sorry, he is just my work-partner. Bobby-aaah t__t",-0.5
                     ,"RT @BabyAnimalPics: ""why dont u blow dry ur hair after showering?"" this is why https://t.co/kiexKYqFYt",-0.06666666666666665
Alicante University Hospital,"RT @JackWestMD: Am I reading this wrong, or does every path involve continuing PD-(L)1 inhib &amp; just adding to it w/something, no matter whe ",-0.5
in a cardboard box  ,"I used to play a free unpopular mmorpg when i was a kid and i'm looking it up again now, the graphics were horrifying holy shit  ",-0.2333333333333333
  S & L  ,i'm so fucking pissed with the fans who went today and yesterday for making Sehun feel that way. why can't we all j  https://t.co/IYyUWF68bF,-0.6
