Location,Tweet
nae maemum soge jeojang,"RT @ongdaebak: yes. i stan a group knowing theyll be disbanding in a few months.

yes. i strongly entered a fandom knowing we'll be separat ",0.11666666666666664
27.04.2013 ,"RT @sheilaxjung: Haha this is a funny one. Soogeun said ""Look at Jiwon thinking so hard. As expected from a musician"" and turned out he was ",0.01458333333333333
   ,"RT @snowberrytae: ""Members are family bc they're always by my side, they always help me, cheer me on &amp; look towards me. They know every det ",0.0
None,Yo I hate when guys can't be straight up smh,-0.30000000000000004
"San Diego, CA",RT @anissarredondo: it started off as a joke but then.... just watch &amp; enjoy    https://t.co/5nVbBt648B,0.4
      ,I just voted for BTS in #SoompiAwards for ARTIST OF THE YEAR. Vote with me: https://t.co/5vpUn2NoUl     @soompi,0.0
None,"RT @dreasison: maine mendoza is soooo pretty! as in i was dumbfounded when i saw her, jaws dropped talaga. i dont even know why may bashers ",0.3125
near the coast in Suffolk,Micky Rourke's comeback The Wrestler has joined Mr Turner as a watch again soon ... #involvingfilms eh? https://t.co/EjeVs8ALbU,0.0
Westhofen Germany,You are my paradise and I would happily get stranded on you for a lifetime. @lynieg88 @wengcookie @lovers_feelings  https://t.co/49DC61r4QS,0.8
"Lake Charles, LA","RT @dopexteen1: I see why sis was looking like that, they did the damn thing  https://t.co/XB0QXxme2v",0.0
"Deep South, USA",RT @my2k: Universal basic income is the real step after you've got all your capitalism and whatever to make your country rich. Every single ,0.10071428571428571
"Kaneohe, Hawaii",RT @GilKAOGG: Sen @jilltokuda &amp; I presented Senate Certificates to the three Nihon Bunka Awardees at the Maui Shinnen Enkai https://t.co/sN ,0.0
edinburgh,RT @eddireader: @Godnose @CraigHol1968 @jimboyd490 @sunshineonleith Where do u think all those Scot  fanatics  were in 2010 or previous U.K ,-0.16666666666666666
None,"RT @sweetestchim: excuse me i didn't sign up for this 

@BTS_twt #TwitterBestFandom #TeamBTS https://t.co/ZBrcXz7Q9D",-0.05
"Mississippi, USA",RT @lesliecrow94: dating after 20 is like are we doing this or not? I got shit to do,-0.2
glen rock,i got the dj at the bar in hoboken to play reload by sebastian ingrosso so i think i did ok tn even though im that guy.,0.5
Hell,RT @bleuvaIentine: me after hanging out with my friends then my depression starts to hit me when i get home. https://t.co/VAkmNu9Mop,0.0
Wellingborough,RT @writtenoff_mufc: From the Times: Sanchez - a new Cantona or dud Di Maria? https://t.co/sxDCS0idZS,0.13636363636363635
"Somewhere Down In , TX",RT @callielanejo: RT TO SAVE A GIRL FROM LOSING HER ID EVERYTIME SHE GOES OUT      https://t.co/NSApcF3MeM,0.0
Uttarakhand / Camp Nou  ,"RT @FactsInYourFace: In the 1950 s, people laughed an average of 18 minutes a day - Currently, we laugh an average of 4-6 minutes a day.",0.17499999999999996
Across the River,"Indeed, BXVI encyclical on economics implied the necessity for a international regulatory body with teeth.  You can  https://t.co/I9FbrVIqHJ",0.0
"Manchester, England","RT @PM_Thornton: Paul French for LARB: A Very British Time in #China, on Penelope Fitzgerald's novel, The Bookshop, and her interest in Chi ",0.0
       sunny california,i dont know if im just clumsy and the desk is actually easy to make but.. im so stressed. it's 1 am and i probably  https://t.co/fMSPCJ808l,0.06666666666666668
Lagos,video megan massacre nude naked a cup girls https://t.co/CknKN7Uds4,0.0
MY ,"RT @ikonstype_: lmao they block it now    iKON walked pass there just now, I saw Donghyuk Bobby June and one more(?) which I m not sure who ",0.2833333333333334
Dublin City University,RT @JamieJBartlett: The sample size for these unhappy millennials is 4 Twitter users. The usual lazy stuff: find a handful of upset people ,-0.3666666666666667
t100 emos  | multifandom ,RT @underrexposed: get you a man who can do it all https://t.co/LhSuWooRgj,0.0
None,Just got off work ~ will be streaming a bit later since it will take me forever to get home,0.0
   Houstatlantavegas    ,RT @MatthewACherry: What a great gif https://t.co/9AuUAKNo3m,0.8
Republic of the Philippines,"RT @Reggie_Regz22: Haha! Both Robin and Angel face palmed at the guy that sang Mariah Carey s Emotion. I love these auditions. 

YourJudge ",0.375
"Springfield, USA","I saw this ticket doesn't mean I have to do, then it s not worth living.",-0.23125
None,RT @AboutVirgos: #Virgo usually prefer to stay a little mysterious to everyone.,-0.14583333333333334
None,GOT7 I won t give up on you GOT7 #TeamGOT7 #TwitterBestFandom,0.0
None,"#I #got 10,000 #FREE #twitter follower  https://t.co/fae7vCkOWo",0.4
None,Very important tweet https://t.co/8bESZ8CAuQ,0.52
i do not own any content ,RT @LexibeaI: I NEED THIS OMG    https://t.co/Bx7ILi57uD,0.0
None,i just discovered i was singing this lyric from gotta be you wrong this whole time,-0.016666666666666663
gipuzkoa,"RT @NAriannaStewart:   ""When the west with evening glows"" (c. 1910)
~   ~ Joseph Farquharson R.A., R.S.A., ~   ~  Edinburgh, Scotland, UK ( ",0.0
Cameroon ,RT @SueRoffey: The medical model of #mental health - labelling #children w a 'disorder' positions the problem 'within' the child who theref ,-0.05
doggies,RT @oweful: Siguro kasi I'm not worth it. I'm not good enough. I'm not worth the risk putangina.,-0.1625
None,RT @mrzodo: I had a Crazy morning at sagamu..... wonder what these guys did to be shot on sight    @Gidi_Traffic https://t.co/MBq3T0orh6,-0.6
"Flagstaff, AZ",RT @skylar_newman13: having a big heart really kills ya sometimes,0.1
       ,"RT @etherealKia: Being a woman is not expensive.

Being a woman who values an artificial appearance is expensive.",-0.2833333333333333
 UK,"RT @Bs_ignore: Remember that not getting what you want is sometime a wonderful stroke of luck.
Good morning folks!  ",0.9375
"Portsmouth, England", Thank you #Pompey fans for all the kind words. It was a pleasure to be back at Fratton and see you all supporting  https://t.co/NYHhr95WmD,0.2833333333333333
None,"This was like the second time I forgot to get my stuff from Wendy, memory is shiiiiiit",0.0
Iraq,RT @EG47TheRapper: Late At Night: https://t.co/wUNCWnyKoF via @YouTube,-0.3
None,RT @tiaramvrie: Some shit hurts more than I ll ever admit.,0.15
None,@soompi When i can meet them in person #TeamGOT7 #TwitterBestFandom,0.0
"Texas, USA","RT @PollyTickal: Hillary is an inspiration to misogynists everywhere. If they show her the money or support, all their predatory behavior c ",0.0
United States,@sanjixmin @BTS_twt I will vote #TeamBTS for #TwitterBestFandom on #SoompiAwards,0.0
"New York, NY",I liked a @YouTube video https://t.co/94zQaBfbNu DACA ARGUMENT Simple AND Consistent,0.2833333333333333
"P Sherman 42, Wallaby Way ","RT @FemaleTexts: when Drake said,  some nights i wish i could go back in life, not to change shit, just to feel a couple things twice,  i f ",-0.1
None,"RT @jackal27:  2017 Favs 

Tech: Arduboy (https://t.co/U3YLt64W02)

- A tiny, cool, afforable 1-bit video game console the size of a credit ",-0.01666666666666668
"England, United Kingdom",RT @WorldfNature: Watch the terrifying moment an angry elephant rammed a safari vehicle and only backed off after this happened https://t.c ,-0.5
"Georgia, USA","RT @Pillio_: 1. I got a dig bick
2. You that read wrong
3. You read that wrong too
4. You checked
5. You smiled
7. You are wondering why yo ",-0.13333333333333333
"Milwaukee, WI",@RufusKingGBB @PhotosNBsketbal won 2 of 3 damn proud I am,0.8
everything is an illusion,RT @helloeuph0ria: if u ever mistreat your animals in any sort of way I m going to rip ur heart out because that s exactly what you re doin ,0.25
Grindin,RT @whoissizzle: y'all not really a squad if y'all don't argue like this from time to time   https://t.co/UN95wzpJho,-0.1
Romania,I liked a @YouTube video https://t.co/crnnjf473B YOUTUBE TOUCHED MY SPAGET - LWIAY #0018,0.6
None,"RT @jinkookw: Tired Jungkook is such a baby, he still managed to put a smile on his face and say bye to ARMYs, he deserves the world  
#BTS ",-0.03333333333333335
"Texas, USA",RT @_Birexus: wow i want new friendssss https://t.co/WqfV8d0Ycp,0.11818181818181818
"Boise, ID",I just need to get food and then go home to my kitten,0.0
None,RT @inklabsfound: INK and EKT announce a strategic cooperation EKT will layout online education industrybe based on the INK protocol. @EKTc ,0.0
None,RT @eatjaredtweets: my future soulmate prolly somewhere thinking they in love with whoever they with at the moment lol little do they know ,0.278125
None,RT @statedeptspox: Secretary Tillerson spoke with #Russia FM Lavrov today. They discussed Russia s role in ensuring the #Syria #Assad regim ,0.0
everywhere/all the time,"""In  a mystery box (I think that's what it is) I wound up getting one of my  best friends as an action figure. And  https://t.co/sMj3uHRCAu",0.55
support her  ,RT @gIossjoon: bts are the most mature n considerate group ive ever stanned like the amount of disrespect they get on a daily basis is enou ,0.19999999999999998
"Linares, Nuevo Le n",RT @alexandra_s___: bro shit be so hard at times I pray to god it always gets better  ,0.002777777777777768
Tri Cities    Pullman,One of those nights where i really start to question everything,0.2
None,RT @youeryuan036: I adore GOT7 GOT7 #TeamGOT7 #TwitterBestFandom,0.0
None,I blame my sense of humor on the captain underpants books,0.0
    ,"RT @suchie_dhany23: Even a hundred years into the future..
@BTS_twt 
#TeamBTS #TwitterBestFandom #SoompiAwards",0.0
"Los Angeles, CA","@jacobteixeira BOOM....Despite my troubles , I can't and won't quit my pursuit to be a working actor , and must giv  https://t.co/YA3VD8vz7K",0.0
None,RT @kenzsfx: I m a 15 year sfx makeup enthusiast and it s my dream to become a special effects makeup artist. your retweets / reposts could ,0.35714285714285715
"6.671883,-1.56462","RT @Ticklemelili: So I m @ the bank waiting in line &amp; the guy in front of me is spitting game to the teller, she s laughing &amp; he s attracti ",-0.4
"Scone, New South Wales",@randlight I tnought we were already paying for that.,0.0
"Las Vegas, NV","RT @LawDavisito94: .@RealJamesWoods &amp; @TuckerCarlson are two mentals who re a giant megaphone for double-dealers, frauds, cowardly politici ",0.0
None,"RT @BlvckGrip: Me: I'm finally starting to feel happy

My depression: https://t.co/2ThQa1Oc2I",0.4
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,@UbaSocrates I'm using this one https://t.co/rseUKuhdR4,0.0
Lallybroch,"RT @badass_w: a 16-year-old girl became the youngest person to complete a 600km trek to the North Pole, the South Pole and Greenland. This ",0.1
Malaysia,"RT @MinaTheTerrible: don't tie your hair too frequently, selalu massage for healthy circulation and kena rajin guna minyak rambut or natura ",0.3
None,RT @RTELateLateShow: This is what happened when the #LateLate show team set up a Kik account for a 13 year old called Aoife to see if peopl ,0.1
None,"Iwo ati awon wo lon lo DM
If i slap you,you will pick ur call https://t.co/d5yDbN7awB",0.0
Rantau Panjang / Arau,"RT @NakIuah: Kalau dia sayang, dia jujur. There's no need to worry. Kalau dia tipu, just take a step back and leave. Learn how to value you ",0.0
"          ,     ",RT @SatlokChannel: I posted a new video to Facebook https://t.co/F3zLk9JWEp,0.13636363636363635
Bae  ,RT @ohteenquotes: I want you. I want us.,0.0
birmingham,@_chancey_ I said exactly the same! Joker didn t even show jukes second goal!,0.08333333333333333
"Preston, England","Meet Lancashire County Council's new  200,000 p.a. boss: https://t.co/fD9hUe9DuC https://t.co/G9JDpMGW06 https://t.co/MiPZdhi9Ts",0.13636363636363635
Zambia,When you look good you feel good. Feel great and save by getting well-tailored suits for work. Simply take an  off  https://t.co/NJDV7gnRTh,0.55
None,@chintskap I heard everything sir...But in cricket it will not work...Every idea given by celebrity is not great..!!,-0.5
sc: jeremiahjack24,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,"RT @edspardx: I love you
YourJudge AngelLocsin
#PGTExpectTheUnexpected",0.5
Malaysia,"RT @Ardeospina: @Karnythia Walking with my 2-yo in a cemetery by our house. She says  mommy, who is that man in the red jacket by the stone ",0.0
None,damn near drank a whole bottle of whiskey n now my head feel like its finna pop smh,0.15000000000000002
"Ewa Beach, HI",@gnarlynayerz Is it bad that I kinda wanted to go too? Am I becoming a dad???,-0.12499999999999992
Varasiddhi Vakils Bangalore 43,"RT @majorgauravarya: Amongst all types of  cards  played in Kashmir, most frequently used is the victim card. Kashmir has a cottage industr ",0.17499999999999996
ChiTown,"@JustaSlob 
Sorry.....a translucent cunt.
   #appologies",0.0
None,"RT @chuckwoolery: And the hits just keep on coming Campbell Soup Closing Toronto Factory, Shifting Production to U.S. - Breitbart https://t ",0.0
California Bay Area,"Been playing with my twitter data. Here is a funny thing. Impressions and likes are related how you might expect, m  https://t.co/wwVF5zMjXT",0.125
None,"RT @layshands: 180128 Yixing at      (lit trans Straight to CCTV Spring Festival Gala) filming
MC: ""Yixing, you improved a lot recently. (Y ",0.1
478 .,RT @MarkiaaG_: My pride won't let me ask nobody for shit. I got it     ,-0.2
   ,RT @BabyAnimalPics: i would watch this all day https://t.co/rXhmEDTQb6,0.0
None,"RT @LauraPidcockMP: We don t just want the NHS,  free at the point of use , @theresa_may, we want it to be universal, comprehensive and run ",0.2
None,RT @DAMNMAUX: There s a glock in my boot https://t.co/plJtRsTDle,0.0
Mumbai,RT @Being_Humor: See @thewire_in. You people are not jobless.    https://t.co/L85pDwqNAS,0.0
None,"RT @jaja_xcv: About this Taxify issue between DSF and the Taxify driver, I think it was just a misunderstanding that was blown out of propo ",0.0
None,RT @soompi: [Q&amp;A] Tweet your answer with your team hashtag to vote #TwitterBestFandom in #SoompiAwards! https://t.co/d2aKX4c41L,-0.9375
None,RT @HairlineGod: Nigga i almost...boy don t play like this just say Happy Birthday next time....gotdamn! https://t.co/x8c62lFDu6,0.4
None,"RT @Jin_Butterfly: ARMY, you never fail to amaze me everyday 

This is the most loving and dedicated fandom I've ever come across  Everyone ",0.2875
"Melbourne, Australia","RT @MeLNiE3: @imaginator1d Carol: You're the devil and I'm not going to just go away. She's my doughter and she's too good for you
Hardin: ",0.7
"California, USA","If I quit now, I'll soon be back to where I started. When I started I wanted to be where I am now.",0.0
s6. African America,"RT @DUSTTOSIDECHICK: Clive Davis just welcomed and referred to Beyonc  as the ""First Lady of Music"" and a whole room of industry officials ",0.225
None,Sexy Czech girl with a perfect body is paid for sex in public https://t.co/j1hMFtVEcG,0.5
None,I rather not be watching this episode rn haha,0.2
"England, United Kingdom","RT @marklanebiz: IMAGE: Marines move an F/A-18C Hornet on the flight deck of the USS Theodore Roosevelt in the Persian Gulf, Jan. 24, 2018. ",0.0
